date,video,video_title,views
2019-08-17,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1245
2019-08-18,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1454
2019-08-19,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1328
2019-08-20,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1360
2019-08-21,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1136
2019-08-22,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,956
2019-08-23,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,883
2019-08-24,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,946
2019-08-25,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1260
2019-08-26,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1150
2019-08-27,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1237
2019-08-28,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,942
2019-08-29,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1108
2019-08-30,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1061
2019-08-31,qMMgsjnI1is,The Matter Of Antimatter: Answering The Cosmic Riddle Of Existence,1127
